objectid,parentid,surname,title,creator,date,date_range,date_is_approximate?,publisher,description,subject,location,latitude,longitude,source,identifier,type,format,extension,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
grondahl_d1,,Grondahl,Sigvart Grondahl,,1874,1874-1908,yes,,"Brief history on Sigvart Grondahl (Oct. 25, 1874-unknown) and his family. Mr. Grondahl emigrated from Norway to the United States in 1892. In 1907/1908 he moved to Meridian with his wife, Synne, who was also from Norway. They purchased a ranch in Meridian where they raised their three children: Halvard, Margaret and Celia.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_grondahl_d1.pdf,/objects/small/col004_grondahl_d1_sm.jpg,/objects/thumbs/col004_grondahl_d1_th.jpg
hamming_d1,,Hamming,"""Switzerland-Born Woman has Recipe for Full Life""",,1957-08-22,,,Meridian Times,"A Meridian Times article documenting the life of Clara Kuhn Hamming.  Clara was born in Switzerland and came to America in 1924 with her husband, Max Steger. After arriving on Ellis Island, they moved to Montana to stay with a relative. They had two children: Heidi and Herman. Several years after Max passed away, she married widower Renze Hamming. He brought his three children to the marriage and they lived happily in Meridian.",biographies;newspaper article,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hamming_d1.pdf,/objects/small/col004_hamming_d1_sm.jpg,/objects/thumbs/col004_hamming_d1_th.jpg
hammond_d1,,Hammond,Biography of Dale Lewis Hammond,,1957-08-22,,,Meridian Times,"A Meridian Times article documenting the life of Dale Lewis Hammond. Dale (Mar. 5, 1922-Jun. 1, 2001) was a native Idahoan, born in Pocatello. Dale began boxing in high school, he enjoyed the sport even during his six-year service in the Navy. After he left the Navy, he attended the University of New Mexico and eventually married his wife, Margaret. They had one child, Jani Lee.",biographies;newspaper article,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hammond_d1.pdf,/objects/small/col004_hammond_d1_sm.jpg,/objects/thumbs/col004_hammond_d1_th.jpg
hartman_d1,,Hartman,Biography of Lawson Hartman,,1873,1873-1906,yes,History of Idaho,"An excerpt from the ""History of Idaho"" book on the life of Lawson Hartman (Mar. 28, 1873-unknown). Mr. Hartman along with his wife (Ina) and young daughter (Helen), came to Meridian in 1906 from Missouri. He purchased 40 acres near Meridian and ran a dairy farm.",biographies;odd fellows,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hartman_d1.pdf,/objects/small/col004_hartman_d1_sm.jpg,/objects/thumbs/col004_hartman_d1_th.jpg
hashbarger_d1,,Hashbarger,Alvin R. Hashbarger Memorial Booklet (1899-1918),,1988-1918,,,,"This is a poignant memorial booklet discussing the life of Alvin R. Hashbarger. He was killed in WWI and was only 18 years old. He was well-liked amongst his family, many friends and his fellow Army buddies, as is evident from the memories in the booklet.",obituaries,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hashbarger_d1.pdf,/objects/small/col004_hashbarger_d1_sm.jpg,/objects/thumbs/col004_hashbarger_d1_th.jpg
hashbarger_d2,,Hashbarger,Theodore Marion and Flora Almeda McCall Hashbarger Family,,1839,1839-1981,yes,,"Genealogical data on the Hashbarger family. Theodore Marion Hashbarger (Apr. 5, 1868-Nov. 27, 1945) and his wife Flora (Oct. 22, 1866-May 4, 1960). They had six children: Theodore Jr. (deceased as a child, most likely), Alvin R. (Aug. 1899-Jul. 15, 1918), Ruth H. (Dec. 11, 1900-Sep. 16, 1981), Marion E. (Jan. 1902-Feb. 5, 1965), Harold G. (Mar.30, 1904-unknown), Harry D. (Mar. 30, 1904-Mar. 11, 1905). Harold and Harry were twins.",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hashbarger_d2.pdf,/objects/small/col004_hashbarger_d2_sm.jpg,/objects/thumbs/col004_hashbarger_d2_th.jpg
hashbarger_d3,,Hashbarger,A Biography of T.M. Hashbarger,,1868,1868-1909,,History of Idaho,"An excerpt from the ""History of Idaho"" book on the life of T.M. Hashbarger. Mr. Hashbarger's family left Missouri (for Oregon) via the Oregon Trail in 1870. After a failed first attempt and the death of his father (John Hashbarger) along the way, the family tried again in 1883. They made it to Boise, where the family seemed to split in different directions. After several more moves, T.M. Hashbarger made they way to Meridian in 1894. He married Flora A. McCall in 1985 and they had six children: Theodore Jr, Alvin R. (killed in WWI), Ruth H., Marion E., and twins H. Gene and H. Dean. ",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hashbarger_d3.pdf,/objects/small/col004_hashbarger_d3_sm.jpg,/objects/thumbs/col004_hashbarger_d3_th.jpg
haywood_d1,,Haywood,Images of the Haywood-Pettibone Trial,,1906,,yes,Idaho Historical Society,"Images from the Haywood Pettibone Trial. In 1906, William Haywood ad George Pettibone were held for trial under the charge of complicity in the assassination of ex-Governor Frank Steunenberg, according to the ""Inmates of the Idaho Penitentiary-1864-1947."" See pages 64 and 65. Compiled by Rachel S. Johnstone, DPhil (Oxon)",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_haywood_d1.pdf,/objects/small/col004_haywood_d1_sm.jpg,/objects/thumbs/col004_haywood_d1_th.jpg
headrick_d1,,Headrick,A Biography of Mrs. May Lucinda Headrick,,1879,1879-1920,yes,History of Idaho,"A brief excerpt from the ""History of Idaho"" book on the life of May Lurinda Headrick. Born November 30, 1879, she came to Idaho (from Kansas) in 1902 with her husband (Warren) and remaining parent. After a legal separation from her husband, Mrs. Headrick became the sole-owner of the family ranch. She and Warren had eight children: Clair, Don, Bernice, Beryl, Warren K., Grace, Dale and Thomas.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_headrick_d1.pdf,/objects/small/col004_headrick_d1_sm.jpg,/objects/thumbs/col004_headrick_d1_th.jpg
hedges_I_d1,,Hedges,Wedding Announcement - Mr. Jess Hedges and Miss Minnie Minden,,1917-06-15,,,Meridian Times,"A newspaper article announcing the wedding of Jess Hedges and Minnie Minden in Meridian, Idaho.",newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hedges_I_d1.pdf,/objects/small/col004_hedges_I_d1_sm.jpg,/objects/thumbs/col004_hedges_I_d1_th.jpg
hedges_I_d3,,Hedges,Handwritten Notes on Hedges Family and Obituary,,1890,1890-1930,yes,,Handwritten notes and a newspaper article documenting Jess H. Hedges obituary.,obituaries,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hedges_I_d3.pdf,/objects/small/col004_hedges_I_d3_sm.jpg,/objects/thumbs/col004_hedges_I_d3_th.jpg
hedges_I_d4,,Hedges,Handwritten Memoris by Blanche Hedges Lyle,,1982-04-23,,,,"A letter written by Blanche Lyle Hedges on her memories of her older brother, Jess. She talks about their early life in Meridian and their musical aspirations.",memoirs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hedges_I_d4.pdf,/objects/small/col004_hedges_I_d4_sm.jpg,/objects/thumbs/col004_hedges_I_d4_th.jpg
hedges_I_d5,,Hedges,"""My Memories of Mama"" by Blanche Hedges Lyle",,1973-12-01,,,,"A memoir written by Blanche Hedges Lyle primarily discussing the life of her mother, Eliza Anne. Blanche talks about her mother's childhood growing up in Ohio, moving to Nebraska to teach and the family's move from Nebraska to Meridian, Idaho. She discusses her mother's many talents, including cooking, performing and dressmaking. She even made her own patterns. A true pioneer.",memoirs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hedges_I_d5.pdf,/objects/small/col004_hedges_I_d5_sm.jpg,/objects/thumbs/col004_hedges_I_d5_th.jpg
hedges_I_d6,,Hedges,Poetry by Blanche Hedges Lyle,,1975-03-02,,,,"Three poems written by Blanche Hedges Lyle. The poems are about family, retrospect and aging.",poems,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hedges_I_d6.pdf,/objects/small/col004_hedges_I_d6_sm.jpg,/objects/thumbs/col004_hedges_I_d6_th.jpg
hedges_I_d7,,Hedges,"""My Autobiography"" by Blanch Hedges Lyle",,1969-06-16,,,,genealogy;marriage licenses;legal,autobiographies;memoirs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hedges_I_d7.pdf,/objects/small/col004_hedges_I_d7_sm.jpg,/objects/thumbs/col004_hedges_I_d7_th.jpg
hedges_II_d1,,Hedges,"""Father"" by Jess H. Hedges",,1960,,yes,,"A biography on the life of Clement Hedges, written by his son, Jess H. Hedges. Jess discusses his father's life in detail and their move to Meridian in 1901. He then changes the narrative to his own autobiography. Jess had a passion for music and singing, which his family encouraged. He talks about the good times he had as a youth in Meridian.",memoirs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hedges_II_d1.pdf,/objects/small/col004_hedges_II_d1_sm.jpg,/objects/thumbs/col004_hedges_II_d1_th.jpg
hedges_II_d8,,Hedges,Record of George E. Minden's Family,,1772,1772-1957,yes,,Handwritten Memoirs by Blanche Hedges Lyle,genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hedges_II_d8.pdf,/objects/small/col004_hedges_II_d8_sm.jpg,/objects/thumbs/col004_hedges_II_d8_th.jpg
hedges_II_d9,,Hedges,Civil War Widow Postcard - Certificate 577393,,1920-06,,,,"This is a Pension Certificate given to Lissette M. Minden discussing the increase in her benefit to $25.00 per month. Also included is a letter from the Bureau of Pensions listing the pensions for the various wars. These include the war of 1812, the War with Mexico and the Civil War.",legal,"Nampa, Idaho",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hedges_II_d9.pdf,/objects/small/col004_hedges_II_d9_sm.jpg,/objects/thumbs/col004_hedges_II_d9_th.jpg
hedges_II_d10,,Hedges,Barnes / Hedges Family,,1877,1877-1957,yes,,"Genealogical data for Eliza Ann Barnes Hedges. This may be part of another document (6 or 8), but the page order is unclear. In any case, it lists Barnes/Hedges descendants. ",genealogy,"Boise, Idaho",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hedges_II_d10.pdf,/objects/small/col004_hedges_II_d10_sm.jpg,/objects/thumbs/col004_hedges_II_d10_th.jpg
hedges_II_d11,,Hedges,Photocopies of the Hedges Family,,1892,1892-1970,yes,,Poor quality photocopies of the Hedges family at different times of their lives.,men;women;families;children,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hedges_II_d11.pdf,/objects/small/col004_hedges_II_d11_sm.jpg,/objects/thumbs/col004_hedges_II_d11_th.jpg
hedges_II_d12,,Hedges,Obituary of Barbara (Lembke) Romero,,1998-04-19,,,,"An article on the death of Barbara (Lembke) Romero, daughter of Allene and Ernie Lembke. Barbara had a stroke and passed four months later. She was born in Meridian, Idaho.",obituaries,"Colorado Springs, Colorado",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hedges_II_d12.pdf,/objects/small/col004_hedges_II_d12_sm.jpg,/objects/thumbs/col004_hedges_II_d12_th.jpg
helm_d1,,Helm,The Family of James and Mattie Helm,,1848,1848-1954,yes,,"Genealogical data for James and Mattie Helm. James Bush Helm (Mar. 15, 1848-Jan. 12, 1944) married Martha Alice Goodwin (Jan. 7, 1860-Mar. 9, 1943) in 1878. They had six children: Jess Allen (Aug. 15, 1880-Mar. 31, 1954), James Edward (Jun. 28, 1882-Jun. 8, 1954), Nannie Bell (Oct. 1, 1884-Oct. 27, 1934), Georgia M (1890-unknown), Alice Bertha (Jul. 3, 1893-Jun. 24, 1981) and Grace E. (Oct. 18, 1896-Oct. 1895).",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_helm_d1.pdf,/objects/small/col004_helm_d1_sm.jpg,/objects/thumbs/col004_helm_d1_th.jpg
hiatt_d1,,Hiatt,Biography of George Wallace Hiatt,,1957-08-29,,,Meridian TImes,"A ""Men About Meridian"" article.  An Idaho native, George ""Wally"" Hiatt was born on his family's farm near Cambridge June 22, 1910. After high school, he gained employment in the local power plant. He married his wife, Edith, and they lived happily until the Great Depression caused the power industry to suffer and he turned to dairy farming. In 1937 he returned to the power industry and made several moves while climbing the corporate ladder. In 1949, he made his way to Meridian to work for the Idaho Power Co. He became active in his new community and was a member of several organizations. The Hiatts had two sons, George and Jimmy.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hiatt_d1.pdf,/objects/small/col004_hiatt_d1_sm.jpg,/objects/thumbs/col004_hiatt_d1_th.jpg
hill_d1,,Hill,Handwritten Memoirs by Blanche Hedges Lyle,,1975-04-19,,,,A receipt signed by Earl Hill for an aerial photograph of his farm on Amity Road.,postcards,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hill_d1.pdf,/objects/small/col004_hill_d1_sm.jpg,/objects/thumbs/col004_hill_d1_th.jpg
hill_d2,,Hill,Biography of Angus Hill,,1957-07-25,,,Meridian Times,"A ""Men About Meridian"" article on Angus Hill. Angus Hill was the son of a Meridian pioneer. Born in 1915, Angus Hill inherited the homestead his father purchased in 1891. He continued to farm but was also very much involved in the community.  He owned the Meridian Coal and Lumber company and was a deacon of the Masonic lodge in Meridian.",newspaper articles;biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hill_d2.pdf,/objects/small/col004_hill_d2_sm.jpg,/objects/thumbs/col004_hill_d2_th.jpg
hill_d3,,Hill,Homestead Affidavit filed by Angus Hill in 1891,,1891-10-15,,,,"A affidavit allowing Angus Hill to homestead 160 acres of land in Meridian Idaho. It is dated October 15, 1891.",legal;homesteads,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hill_d3.pdf,/objects/small/col004_hill_d3_sm.jpg,/objects/thumbs/col004_hill_d3_th.jpg
hill_d4,,Hill,Marriage Certificate for Angus F. Hill and Clara Shock,,1912-12-22,,,,"The marriage license of Clara Shock and Angus Hill dated December 22, 1912. They were married in Seymour, Wayne County, Iowa. Images of Clara and Angus are also included.",legal;marriage licenses,"Seymour, Iowa",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hill_d4.pdf,/objects/small/col004_hill_d4_sm.jpg,/objects/thumbs/col004_hill_d4_th.jpg
hill_d5,,Hill,Hill/Shock Family Tree,,1785,1785-1966,yes,,A Hill/Shock family tree diagram dating back to the 1700's.,genealogy,"Meridian, Idaho;Putnam County, Missouri;Wayne County, Iowa",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hill_d5.pdf,/objects/small/col004_hill_d5_sm.jpg,/objects/thumbs/col004_hill_d5_th.jpg
hill_d6,,Hill,Farm Images - Hill Farm?,,1920,,yes,,"Photocopied images of a farm. Images are not labeled, but possibly the Hill farm?",farms,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hill_d6.pdf,/objects/small/col004_hill_d6_sm.jpg,/objects/thumbs/col004_hill_d6_th.jpg
hill_d7,,Hill,Earl Hill's Birth Certificate,,1922-08-08,,,,"Photocopied image of Earl Hill's birth certificate. DOB: August 8, 1922.",birth certificates;legal,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hill_d7.pdf,/objects/small/col004_hill_d7_sm.jpg,/objects/thumbs/col004_hill_d7_th.jpg
hill_d8,,Hill,Hill Death Certificates and Obituary,,1938,1938-1966,,,Photocopied images of Angus Hill's obituary and death certificate (1938). Also Clara Hill's death certificate (1966).,death certificates;obituaries,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hill_d8.pdf,/objects/small/col004_hill_d8_sm.jpg,/objects/thumbs/col004_hill_d8_th.jpg
hill_d9,,Hill,Parkin Hall Voucher,,1930-09-07,,,,"Voucher from the Village band to Angus Hill, owner of Parkin's Hall where the band practiced.",vouchers,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hill_d9.pdf,/objects/small/col004_hill_d9_sm.jpg,/objects/thumbs/col004_hill_d9_th.jpg
hill_d10,,Hill,"Cover of ""They Came to Build A Community""",,1986,,,First Methodist Church,"This book is co-authored by Lila Hill, wife of Earl Hill who is descended from of early Meridian settlers. The book documents the struggles of early Meridian pioneers as they transformed the town from arid desert land to the thriving city it is today.",farms;churches;settlers;men;women;children,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hill_d10.pdf,/objects/small/col004_hill_d10_sm.jpg,/objects/thumbs/col004_hill_d10_th.jpg
hill_d11,,Hill,"""Making History in Ada County"" Brochure on Lila Hill",,2017,,yes,,"A tri-fold brochure on Lila Hill's numerous contributions to the city of Meridian, Idaho.",brochures,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hill_d11.pdf,/objects/small/col004_hill_d11_sm.jpg,/objects/thumbs/col004_hill_d11_th.jpg
hill_ph1,,Hill,Aerial Image of the Hill Farm,,1975-04-19,,,,Aerial image of the Hill farm - located on Amity Road.,farms,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_hill_ph1.pdf,/objects/small/col004_hill_ph1_sm.jpg,/objects/thumbs/col004_hill_ph1_th.jpg
hodgin_d1,,Hodgin,Biography of Shadrach L. Hodgin,,1872,1872-1917,yes,History of Idaho,"An excerpt from French's ""History of Idaho"" on the life of Shadrach L. Hodgin. Mr. Hodgin (Jan. 1, 1872-unknown) moved to Idaho at age 14 with his family. He married Jessie Clawson in 1896, and in 1898 they relocated to Meridian where he briefly worked as a grocer. In 1905 he assumed the office of deputy sheriff of Ada County. They had one son, John, born in 1897.",biographies;odd fellows,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hodgin_d1.pdf,/objects/small/col004_hodgin_d1_sm.jpg,/objects/thumbs/col004_hodgin_d1_th.jpg
howry_d1,,Howry,Family Group Record - John Howry,,1839,1839-1949,yes,,Family group data sheet on the Howry descendants.,genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_howry_d1.pdf,/objects/small/col004_howry_d1_sm.jpg,/objects/thumbs/col004_howry_d1_th.jpg
howry_d2,,Howry,1839-1865,,1858,1858-1949,yes,ancestry.com,"Rolly Howry (Sep. 26, 1858-Jan. 4, 1949) was a long-time resident of Meridian, Idaho. He and his wife, Mary, had 10 children. When Mary passed in 1903, Rolly raised the children himself.",genealogy;biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_howry_d2.pdf,/objects/small/col004_howry_d2_sm.jpg,/objects/thumbs/col004_howry_d2_th.jpg
howry_d3,,Howry,Ancestry Information on John Howry,,1839,1839-1963,yes,ancestry.com,"John Howry (May. 6, 1839-Feb. 11, 1919) ancestry information.",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_howry_d3.pdf,/objects/small/col004_howry_d3_sm.jpg,/objects/thumbs/col004_howry_d3_th.jpg
howry_d5,,Howry,Genealogy and Obituary information on David and America Howry,,1847,1847-1933,yes,Idaho Statesman,"David E. Howry (Sep. 9, 1847-Feb. 1933) and America Howry (Oct. 23, 1847-Dec. 1932).",genealogy;obituaries,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_howry_d5.pdf,/objects/small/col004_howry_d5_sm.jpg,/objects/thumbs/col004_howry_d5_th.jpg
howry_d6,,Howry,"Census Records for Putnam County, Missouri",,1870-08-08,,,,"Census records for several families in Putnam County, Missouri. Dated 1870.",census,"Putnam County, Missouri;Meridian, Idaho",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_howry_d6.pdf,/objects/small/col004_howry_d6_sm.jpg,/objects/thumbs/col004_howry_d6_th.jpg
howry_d7,,Howry,Howry Family Register,,1862,1862-1929,yes,,"A family registry containing birth, marriage and some death information for the descendants of Charles and Nancy (Daly) Howry. The two were married Nov. 8, 1883 in Missouri. Charles passed in 1929 and Nancy passed in 1919. They had ten children.",genealogy,"Putnam County, Missouri",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_howry_d7.pdf,/objects/small/col004_howry_d7_sm.jpg,/objects/thumbs/col004_howry_d7_th.jpg
howry_d8,,Howry,Biography of John Howry,,1839,1839-1865,yes,"History of Missouri, Stevens Publishing Co., 1972","A brief excerpt from the ""History of Missouri"" book on the life of John Howry (born in 1839) and his life in Missouri. He came to Missouri from Ohio in 1850 and married his wife, Sarah. They had twelve children, one of whom died in infancy.",biographies,"Putnam County, Missouri",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_howry_d8.pdf,/objects/small/col004_howry_d8_sm.jpg,/objects/thumbs/col004_howry_d8_th.jpg
howry_d9,,Howry,Genealogy on Howry Family Members,,1885,1885-1953,yes,Meridian Times;Idaho Statesman,Genealogical data on many of the Howry family members. Document contains several references to Idaho Statesman and Meridian Times articles.,genealogy;newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_howry_d9.pdf,/objects/small/col004_howry_d9_sm.jpg,/objects/thumbs/col004_howry_d9_th.jpg
howry_d10,,Howry,Parental Roots of Howry Family Members,Carol Howry Lyons,1839,1839-1915,yes,,Brief genealogical data sheet on member of the Howry family.,genealogy,"Putnam County, Missouri;Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_howry_d10.pdf,/objects/small/col004_howry_d10_sm.jpg,/objects/thumbs/col004_howry_d10_th.jpg
howry_d11,,Howry,Howry/Ball Property Information Sheet,,1858,1858-1933,yes,,"Document contains data on the property and family of Rolly Howry and his wife, Mary. The property was located at 1805 N. Nola St., Meridian, Idaho. They had ten children.",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_howry_d11.pdf,/objects/small/col004_howry_d11_sm.jpg,/objects/thumbs/col004_howry_d11_th.jpg
howry_d12,,Howry,Letter to Lila Hill from Howry/Daly Descendant,Faye,1986-02-27,,,,Handwritten letter to Lila Hill discussing Daly/Howry family history.,letters;genealogy,"Cherokee, Oklahoma",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_howry_d12.pdf,/objects/small/col004_howry_d12_sm.jpg,/objects/thumbs/col004_howry_d12_th.jpg
howry_d13,,Howry,Newspaper Clippings regarding property purchase and construction,,1902,1902-1919,yes,Meridian Times;Idaho Statesman,Idaho Statesman and Meridian Times clippings related to a new residence and building announcement for R. Howry and W. Howry.,newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_howry_d13.pdf,/objects/small/col004_howry_d13_sm.jpg,/objects/thumbs/col004_howry_d13_th.jpg
howry_d14,,Howry,"""Florence Daly Charged With Forgery""",,1908-01-08,,,Idaho Statesman,Newspaper article discussing the crime of forgery committed by Florence Daly. None of her relatives appeared to assist her during her time of trouble.,newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_howry_d14.pdf,/objects/small/col004_howry_d14_sm.jpg,/objects/thumbs/col004_howry_d14_th.jpg
hudson_d1,,Hudson,Memorial Brochure for Neal Ward Hudson,,1999-07-27,,,,Memorial from funeral service for Neal Ward Hudson.,obituaries,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hudson_d1.pdf,/objects/small/col004_hudson_d1_sm.jpg,/objects/thumbs/col004_hudson_d1_th.jpg
hudson_d2,,Hudson,Biography of J.W. Hudson,,1878,1878-1890,yes,"History of Idaho, Hawley, VIII p.615","An excerpt from the ""History of Idaho"" book detailing the history of J.W. Hudson. Mr. Hudson came to Meridian in 1878 from Missouri. After a brief return to the midwest, he forged permanent roots in Meridian, where he secured a homestead. He was a cattle rancher and horse-breeder in the Meridian area. He and his wife, Annie (Pfost), raised four children.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hudson_d2.pdf,/objects/small/col004_hudson_d2_sm.jpg,/objects/thumbs/col004_hudson_d2_th.jpg
hudson_d3,,Hudson,Descendants of Jim Hudson,,1816,1816-2006,yes,,"A genealogical family worksheet on the descendants of Jim Hudson, father of John W. Hudson.",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_hudson_d3.pdf,/objects/small/col004_hudson_d3_sm.jpg,/objects/thumbs/col004_hudson_d3_th.jpg
hudson_ph1,,Hudson,Hudson Barn -1,,2010,,yes,,Color image of the Hudson family gambrel barn. You can see a new subdivision in the background.,barns,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_hudson_ph1.pdf,/objects/small/col004_hudson_ph1_sm.jpg,/objects/thumbs/col004_hudson_ph1_th.jpg
hudson_ph2,,Hudson,Hudson Barn -2,,2010,,yes,,Color image of the Hudson barn.,barns,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_hudson_ph2.jpg,/objects/small/col004_hudson_ph2_sm.jpg,/objects/thumbs/col004_hudson_ph2_th.jpg
